"LaPalma","28.6584919563824","-17.91191065007796"
"ElHierro","27.760905962606166","-18.015915850027465"
"LaGomera","28.090686072611323","-17.111098249104266"
"Tenerife","28.46378420408351","-16.25598779731663"
"LasPalmasdeGranCanaria","28.12382871889607","-15.43405793760645"
"Fuerteventura","28.49982622623022","-13.861017659034674"
"Lanzarote","28.964571687073256","-13.552175871251947"
